token,pc1,pc2
forum,-0.5811932682991028,0.2755815088748932
providing,0.40124067664146423,-0.10530194640159607
diplomatic,-0.5304170846939087,0.23775114119052887
senior,-0.2128615826368332,0.3752250373363495
making,0.11594507843255997,-0.2762039005756378
electoral,-0.47881609201431274,-0.062328364700078964
spread,0.21351125836372375,-0.426108181476593
because,0.049876339733600616,-0.521999180316925
twisting,-0.10076405853033066,0.13393568992614746
four,-0.14035426080226898,-0.02564319409430027
issues,-0.42074403166770935,-0.18506655097007751
population,0.5786309838294983,0.11666932702064514
another,0.6902655959129333,0.2877335846424103
where,-0.05236465856432915,-0.34755608439445496
asia,-0.3789159059524536,-0.15767408907413483
showed,-0.13953307271003723,0.4126221835613251
far,0.5250087380409241,-0.24689960479736328
working,0.01954253949224949,-0.3584615886211395
does,-0.0672648698091507,-0.5198884606361389
mass,0.5446636080741882,0.009093912318348885
situation,-0.21191756427288055,-0.2761625349521637
safety,-0.004778353031724691,-0.10181884467601776
today,0.21277223527431488,-0.05223932862281799
experience,-0.053407419472932816,-0.2977336049079895
shanghai,-0.034822557121515274,-0.01767628639936447
very,0.013153686188161373,-0.33487898111343384
trial,0.7099854350090027,0.2283898890018463
4,0.23969565331935883,0.27803876996040344
approval,0.6445818543434143,0.1359003782272339
level,-0.31922340393066406,0.08356267958879471
organization,-0.236191987991333,0.14806091785430908
firm,0.5575240850448608,0.2546713054180145
receive,0.5325213074684143,0.33328747749328613
doh,-0.3797142207622528,0.4695567786693573
highlights,-0.36951789259910583,0.2696099877357483
february,0.14180666208267212,0.5485142469406128
challenges,0.0636211484670639,-0.21316955983638763
post,-0.02598399482667446,0.0653911754488945
within,0.35168227553367615,-0.055680930614471436
peace,-0.4523007869720459,-0.1954803168773651
line,-0.00623212568461895,-0.0823032408952713
following,0.000413945090258494,0.22769880294799805
november,0.09899182617664337,-0.0410657599568367
positive,0.2960558831691742,-0.4300523102283478
increase,0.17289111018180847,-0.06064402684569359
hit,0.1819702386856079,0.024352815002202988
supply,0.49879008531570435,-0.10285855084657669
agreement,-0.19324031472206116,-0.11379148066043854
measures,0.185715913772583,-0.3095291554927826
soon,0.09252170473337173,-0.33540651202201843
leading,0.05024639517068863,-0.06507083773612976
month,0.3223239481449127,0.1490640491247177
thailand,0.30556610226631165,0.3210723102092743
recent,-0.1191689595580101,-0.06915135681629181
further,-0.1959078162908554,-0.2470868080854416
started,0.36217814683914185,0.2485262155532837
role,-0.15209603309631348,-0.1801782250404358
happy,-0.1350448578596115,-0.15160097181797028
attended,-0.3831191658973694,0.45511892437934875
authorities,-0.10161305963993073,0.19933132827281952
willing,-0.09780731052160263,-0.2893570363521576
lies,-0.2013349086046219,-0.1540617197751999
released,-0.2968374788761139,0.17758291959762573
still,0.05339457839727402,-0.3663477897644043
science,-0.2813255786895752,0.10270737111568451
former,-0.5065165162086487,0.45767202973365784
event,-0.25861480832099915,0.05431094393134117
office,-0.334818959236145,0.33782657980918884
facts,0.1200103834271431,-0.39812514185905457
9,0.10756620019674301,0.4398878514766693
those,0.151113823056221,-0.3332493305206299
recently,0.14114093780517578,0.19176450371742249
candidate,0.6138312220573425,0.28507858514785767
administered,0.6585620045661926,0.15835824608802795
war,0.005981640424579382,-0.22156842052936554
american,-0.06961344182491302,-0.25131547451019287
signed,-0.10875757038593292,0.24828405678272247
found,0.30652180314064026,-0.21633535623550415
five,0.1786004900932312,0.0636238157749176
european,0.017497362568974495,0.007036163471639156
personal,0.4054146409034729,0.31505805253982544
works,-0.254647433757782,0.029282398521900177
find,-0.2954271137714386,-0.34621551632881165
way,-0.02061646245419979,-0.3071024715900421
director,-0.24992267787456512,0.2880886197090149
win,-0.12245786935091019,-0.3356458842754364
scientists,0.04384662210941315,-0.18393485248088837
next,0.29871031641960144,0.006490384694188833
best,-0.02899041213095188,-0.4323574900627136
spring,0.006671002134680748,-0.09738609939813614
open,0.0008680362952873111,-0.37667199969291687
products,0.09437599033117294,0.1447875052690506
visit,-0.3773259222507477,0.3475385904312134
8,-0.05435190349817276,0.3938206136226654
common,-0.1287187784910202,-0.3692393898963928
anniversary,-0.42356956005096436,0.38760000467300415
free,0.13362668454647064,-0.24940375983715057
difficulties,-0.19898992776870728,-0.14551076292991638
surgical,0.4129753112792969,0.4287080466747284
welcome,-0.30158987641334534,-0.1321861445903778
cpc,0.06665001809597015,-0.0035974353086203337
provided,0.30767151713371277,-0.12601324915885925
study,0.07492125779390335,0.12625600397586823
ready,-0.061326801776885986,-0.2346934825181961
past,0.24948984384536743,-0.09904584288597107
already,0.5047529935836792,0.09862957149744034
join,-0.33623170852661133,-0.047129902988672256
ties,-0.3991852104663849,-0.04507363960146904
power,-0.13113802671432495,-0.10340891778469086
opening,-0.4589856266975403,0.18716266751289368
south,-0.013466003350913525,0.019421754404902458
agency,-0.09481331706047058,0.3298377990722656
road,-0.0501403845846653,0.006845650728791952
hands,-0.2753051519393921,-0.18891717493534088
shows,0.19507808983325958,-0.11327352374792099
aid,0.33716318011283875,-0.05538335070014
donation,0.27800294756889343,0.3099065124988556
iii,0.5846381187438965,0.1528506875038147
latest,0.12987148761749268,0.23663586378097534
policy,-0.474752813577652,0.2093440443277359
week,0.1527009755373001,0.09237965941429138
era,0.073665089905262,-0.2704300880432129
the_chinese_consulate,-0.037811897695064545,0.4435511827468872
much,0.11407559365034103,-0.36946341395378113
please,-0.1970735341310501,-0.05760252848267555
trillion,0.5108758807182312,0.10843148082494736
due,0.3933461904525757,-0.14514409005641937
patients,0.3717471659183502,-0.14590176939964294
down,-0.05078277364373207,-0.20174352824687958
did,-0.17631471157073975,-0.4416334927082062
fast,0.4455091059207916,0.0798899456858635
winter,-0.09035150706768036,0.04740661010146141
know,-0.2732030749320984,-0.4083647131919861
mexico,0.5104951858520508,0.2615409195423126
shipment,0.6345491409301758,0.3379725515842438
same,0.03308536484837532,-0.05342744663357735
possible,0.018809771165251732,-0.38208988308906555
added,-0.3024282455444336,-0.004715104587376118
important,-0.08179420977830887,-0.24721843004226685
change,-0.33680856227874756,-0.08543667197227478
daily,0.026960019022226334,-0.0016630389727652073
reports,-0.20065715909004211,-0.10004294663667679
right,-0.1634775996208191,-0.28301411867141724
despite,0.179070845246315,-0.03731492906808853
central,-0.2196568101644516,0.23605909943580627
tech,0.04579858481884003,0.07526689767837524
pacific,-0.3699493110179901,-0.12098630517721176
joint,-0.3568127751350403,0.09048569947481155
used,0.3614819347858429,-0.37741345167160034
results,0.4029340147972107,-0.07060213387012482
drug,0.18142801523208618,0.2256436049938202
interests,-0.11441382765769958,-0.37177082896232605
hk,-0.2403908520936966,-0.027195584028959274
views,-0.45420947670936584,0.19915072619915009
told,-0.2243868112564087,0.15465794503688812
earlier,0.10808178037405014,0.06646381318569183
she,-0.21665680408477783,-0.19746015965938568
consul,-0.22011011838912964,0.48394209146499634
family,-0.3907400965690613,-0.02979934588074684
every,-0.10206481069326401,-0.41012775897979736
share,-0.0689818486571312,-0.15402646362781525
uae,0.27789807319641113,0.08338090032339096
containing,0.20702266693115234,-0.18608741462230682
mr,-0.3537258505821228,0.5139753818511963
confirmed,0.5064471364021301,0.09317222237586975
plan,0.29075855016708374,0.00935081671923399
efficacy,0.53053879737854,0.07766762375831604
believe,-0.1705392301082611,-0.42278003692626953
prime,-0.30161845684051514,0.533152163028717
build,-0.20191887021064758,-0.13784129917621613
developing,0.28314125537872314,-0.3280557692050934
access,0.14658288657665253,-0.29796162247657776
demand,0.19334323704242706,-0.18584655225276947
equipment,0.3913460075855255,0.12931501865386963
xijinping,-0.4762985408306122,0.24144436419010162
thank,-0.4558705687522888,-0.25150465965270996
arrive,0.4538971185684204,0.1718665361404419
diplomats,-0.21648071706295013,-0.06630713492631912
wang,-0.3303605616092682,0.263349711894989
lockdown,0.24362339079380035,-0.04509728401899338
completed,0.11620251834392548,-0.23068635165691376
leaders,-0.30953624844551086,0.0030992093961685896
hubei,0.2659798860549927,0.07052011787891388
third,0.10231922566890717,0.1490839719772339
alleviation,-0.10164520889520645,-0.25003179907798767
answer,-0.3352734446525574,-0.26514413952827454
sharing,-0.13160793483257294,-0.15571527183055878
decision,-0.14713706076145172,-0.005180899985134602
close,-0.2540745437145233,-0.24578872323036194
scientific,-0.05123324319720268,-0.17064151167869568
receives,0.44820380210876465,0.38588908314704895
text,-0.3639160692691803,0.013850404880940914
executive,-0.44906121492385864,0.21740537881851196
hksar,-0.31687432527542114,-0.11875863373279572
order,-0.1857576072216034,-0.2191072255373001
solidarity,-0.3243890106678009,-0.12567634880542755
met,-0.35118329524993896,0.5141289830207825
sides,-0.2351166307926178,-0.04972761869430542
victory,-0.09098127484321594,-0.12644875049591064
challenge,0.057192761451005936,-0.31892257928848267
relief,0.2839750051498413,0.17622709274291992
speed,-0.0433540977537632,-0.0870889201760292
current,-0.15441709756851196,-0.3317331075668335
tiktok,-0.17602305114269257,-0.16701756417751312
pieces,0.3890359699726105,0.3851732313632965
least,0.1301621049642563,0.06825500726699829
turkish,0.12375940382480621,0.5095183849334717
chain,0.1761590540409088,-0.09721560031175613
malaysia,0.12103744596242905,0.24827490746974945
gdp,0.37778201699256897,0.13946399092674255
egypt,0.4179680049419403,0.18019579350948334
members,-0.09592189639806747,-0.13129670917987823
rose,0.1860264539718628,0.21586892008781433
standards,0.09233203530311584,-0.27274981141090393
airport,-0.22271235287189484,0.1670273095369339
along,-0.07710663229227066,-0.04090274125337601
quarter,0.22433927655220032,0.14688441157341003
series,-0.21020229160785675,-0.015688803046941757
talk,0.006974137853831053,0.10521390289068222
uk,0.051640529185533524,-0.1437712460756302
feb,0.0483187697827816,0.41533857583999634
groups,0.35987356305122375,-0.017839742824435234
issue,-0.14046674966812134,-0.06329673528671265
crisis,-0.05345553159713745,-0.38312196731567383
initiative,-0.36508142948150635,-0.1131477952003479
my,-0.29894426465034485,-0.2517082095146179
talks,-0.291866660118103,0.1750001758337021
white,-0.18200892210006714,0.16553112864494324
projects,0.01529574766755104,-0.277382493019104
pharmaceutical,0.5317779183387756,0.3603203296661377
amp,-0.28544193506240845,0.0367913581430912
special,-0.3760544955730438,-0.0038046175613999367
visited,-0.25733572244644165,0.24653440713882446
nation,0.03816823661327362,-0.1551639884710312
sea,-0.05673014745116234,-0.23431265354156494
become,0.08048270642757416,-0.14379431307315826
helping,0.024239927530288696,-0.2823099195957184
off,0.14336027204990387,0.1069745421409607
protect,-0.039985693991184235,-0.241354301571846
shot,0.35411810874938965,0.32750198245048523
priority,0.21369324624538422,-0.2953442335128784
risk,0.33441075682640076,-0.12324919551610947
again,-0.1651086062192917,-0.05220850929617882
governor,-0.04784386232495308,0.2707309424877167
families,-0.04929158464074135,-0.1068403348326683
exchanges,-0.16617226600646973,-0.17744578421115875
face,0.4022785723209381,0.018276330083608627
pesos,0.5335631370544434,0.30613651871681213
manufacturing,0.23010146617889404,-0.00929688848555088
never,-0.2342536896467209,-0.3242906928062439
front,0.059198491275310516,-0.05370357260107994
residents,0.2072681486606598,-0.14534780383110046
old,0.10283880680799484,0.01855006441473961
different,-0.06209403648972511,-0.20480015873908997
