date,cat,count,n,freq
2021-03-28,achieve,6,153,0.0392156862745098
2021-03-28,negate,2,153,0.013071895424836602
2021-03-28,anger,3,153,0.0196078431372549
2021-03-28,anx,0,153,0.0
2021-03-27,posemo,2,132,0.015151515151515152
2021-03-27,negemo,3,132,0.022727272727272728
2021-03-27,they,0,132,0.0
2021-03-27,we,0,132,0.0
2021-03-27,tentat,0,132,0.0
2021-03-27,certain,1,132,0.007575757575757576
2021-03-27,money,0,132,0.0
2021-03-27,friend,0,132,0.0
2021-03-27,achieve,8,132,0.06060606060606061
2021-03-27,negate,2,132,0.015151515151515152
2021-03-27,anger,3,132,0.022727272727272728
2021-03-27,anx,0,132,0.0
2021-03-26,posemo,1,139,0.007194244604316547
2021-03-26,negemo,3,139,0.02158273381294964
2021-03-26,they,0,139,0.0
2021-03-26,we,1,139,0.007194244604316547
2021-03-26,tentat,1,139,0.007194244604316547
2021-03-26,certain,0,139,0.0
2021-03-26,money,12,139,0.08633093525179857
2021-03-26,friend,0,139,0.0
2021-03-26,achieve,3,139,0.02158273381294964
2021-03-26,negate,0,139,0.0
2021-03-26,anger,3,139,0.02158273381294964
2021-03-26,anx,0,139,0.0
2021-03-25,posemo,5,196,0.025510204081632654
2021-03-25,negemo,8,196,0.04081632653061224
2021-03-25,they,2,196,0.01020408163265306
2021-03-25,we,3,196,0.015306122448979591
2021-03-25,tentat,3,196,0.015306122448979591
2021-03-25,certain,6,196,0.030612244897959183
2021-03-25,money,0,196,0.0
2021-03-25,friend,0,196,0.0
2021-03-25,achieve,4,196,0.02040816326530612
2021-03-25,negate,5,196,0.025510204081632654
2021-03-25,anger,3,196,0.015306122448979591
2021-03-25,anx,0,196,0.0
2021-03-24,posemo,6,270,0.022222222222222223
2021-03-24,negemo,6,270,0.022222222222222223
2021-03-24,they,0,270,0.0
2021-03-24,we,2,270,0.007407407407407408
2021-03-24,tentat,2,270,0.007407407407407408
2021-03-24,certain,1,270,0.003703703703703704
2021-03-24,money,8,270,0.02962962962962963
2021-03-24,friend,0,270,0.0
2021-03-24,achieve,11,270,0.040740740740740744
2021-03-24,negate,0,270,0.0
2021-03-24,anger,0,270,0.0
2021-03-24,anx,1,270,0.003703703703703704
2021-03-23,posemo,15,257,0.058365758754863814
2021-03-23,negemo,4,257,0.01556420233463035
2021-03-23,they,0,257,0.0
2021-03-23,we,1,257,0.0038910505836575876
2021-03-23,tentat,0,257,0.0
2021-03-23,certain,3,257,0.011673151750972763
2021-03-23,money,4,257,0.01556420233463035
2021-03-23,friend,0,257,0.0
2021-03-23,achieve,18,257,0.07003891050583658
2021-03-23,negate,4,257,0.01556420233463035
2021-03-23,anger,2,257,0.007782101167315175
2021-03-23,anx,1,257,0.0038910505836575876
2021-03-22,posemo,3,198,0.015151515151515152
2021-03-22,negemo,13,198,0.06565656565656566
2021-03-22,they,1,198,0.005050505050505051
2021-03-22,we,5,198,0.025252525252525252
2021-03-22,tentat,0,198,0.0
2021-03-22,certain,1,198,0.005050505050505051
2021-03-22,money,3,198,0.015151515151515152
2021-03-22,friend,0,198,0.0
2021-03-22,achieve,13,198,0.06565656565656566
2021-03-22,negate,0,198,0.0
2021-03-22,anger,11,198,0.05555555555555555
2021-03-22,anx,0,198,0.0
2021-03-21,posemo,4,178,0.02247191011235955
2021-03-21,negemo,1,178,0.0056179775280898875
2021-03-21,they,1,178,0.0056179775280898875
